compound_name,label,MW,LogP,HBD,TPSA,RingCount,RotBonds
penimocyclin,0,805.863,0.18,9.0,266.37,7.0,9.0
clomocycline,0,508.911,-0.137,7.0,187.86,4.0,3.0
demeclocycline,0,464.858,0.108,6.0,181.62,4.0,2.0
auxeomycin,0,478.885,0.282,6.0,181.62,4.0,2.0
nitrocycline,0,459.411,-0.128,5.0,204.53,4.0,3.0
demecycline,0,430.413,-0.545,6.0,181.62,4.0,2.0
tetracycline,0,444.44,-0.371,6.0,181.62,4.0,2.0
oxytetracycline dihydrate,0,460.439,-1.4,7.0,201.85,4.0,2.0
amicycline,0,429.429,-0.454,6.0,187.41,4.0,2.0
ampyzine,1,123.159,0.543,0.0,29.02,1.0,1.0
cinfenine,1,357.497,5.438,0.0,12.47,3.0,9.0
lofepramine,1,418.968,5.782,0.0,23.55,4.0,7.0
etamocycline,0,1001.056,-0.688,12.0,341.74,8.0,11.0
azipramine,1,366.508,5.404,0.0,8.17,5.0,5.0
streptozocin,0,265.222,-2.891,5.0,151.92,1.0,3.0
temazepam,1,300.745,2.472,1.0,52.9,3.0,1.0
lormetazepam,1,335.19,3.126,1.0,52.9,3.0,1.0
flutemazepam,1,318.735,2.611,1.0,52.9,3.0,1.0
triflubazam,1,334.297,3.737,0.0,40.62,3.0,1.0
methsuximide(mesuximide),1,203.241,1.333,0.0,37.38,2.0,1.0
phensuximide,1,189.214,1.159,0.0,37.38,2.0,1.0
roxoperone,1,346.402,2.26,0.0,57.69,3.0,5.0
cotinine,1,176.219,1.375,0.0,33.2,2.0,1.0
dichlormezanone,1,308.186,2.269,0.0,54.45,2.0,1.0
chlormezanone,1,273.741,1.616,0.0,54.45,2.0,1.0
carburazepam,1,329.787,2.787,1.0,66.64,3.0,1.0
clazolam,1,312.8,3.264,0.0,23.55,4.0,0.0
tetrazepam,1,288.778,3.606,0.0,32.67,3.0,1.0
menitrazepam,1,299.33,2.861,0.0,75.81,3.0,2.0
nimetazepam,1,295.298,2.409,0.0,75.81,3.0,2.0
fludiazepam,1,302.736,3.293,0.0,32.67,3.0,1.0
trimethadione,1,143.142,0.374,0.0,46.61,1.0,0.0
sulazepam,1,300.814,3.955,0.0,15.6,3.0,1.0
tenoxicam,0,337.382,1.643,2.0,99.6,3.0,2.0
lobeline,1,337.463,4.236,1.0,40.54,3.0,6.0
methyclothiazide,0,360.244,0.598,2.0,109.57,2.0,2.0
polythiazide,0,439.89,1.655,2.0,109.57,2.0,4.0
atromepine,1,303.402,2.105,1.0,49.77,3.0,4.0
hyoscyamine,1,289.375,1.931,1.0,49.77,3.0,4.0
benztropine (benzatropine),1,307.437,4.418,0.0,12.47,4.0,4.0
fenobam,1,266.688,1.289,2.0,73.8,2.0,1.0
"7-methyl-9-(pyridin-2-ylsulfanylmethyl)-6,6a,8,9-tetrahydro-4h-indolo[4,3-fg]quinoline",1,347.487,4.225,1.0,31.92,5.0,3.0
mptp,1,173.259,2.406,0.0,3.24,2.0,1.0
danitracen,1,291.394,3.609,1.0,23.47,4.0,0.0
pizotifen,1,295.451,4.374,0.0,3.24,4.0,0.0
clopipazan,1,311.812,4.973,0.0,12.47,4.0,0.0
pimethixene,1,293.435,4.679,0.0,3.24,4.0,0.0
dimelazine,1,310.466,4.631,0.0,6.48,4.0,2.0
hepzidine,1,307.437,3.985,0.0,12.47,4.0,2.0
eptazocine,1,231.339,2.548,1.0,23.47,3.0,0.0
paramorfan,1,287.359,1.422,2.0,52.93,5.0,0.0
desomorphine,1,271.36,2.451,1.0,32.7,5.0,0.0
setiptiline,1,261.368,3.837,0.0,3.24,4.0,0.0
citatepine,1,318.445,4.659,0.0,27.03,4.0,0.0
erizepine,1,290.41,4.404,0.0,6.48,4.0,0.0
maroxepin,1,277.367,4.429,0.0,12.47,4.0,0.0
pecazine,1,310.466,4.631,0.0,6.48,4.0,2.0
homochlorcyclizine,1,314.86,4.067,0.0,6.48,3.0,3.0
dabelotine,1,262.353,1.436,1.0,33.73,3.0,3.0
loprazolam,1,464.913,2.933,0.0,94.65,5.0,3.0
sankyo,1,370.324,2.774,0.0,26.79,3.0,4.0
suriclone,1,477.999,3.032,0.0,78.87,5.0,2.0
chlorcyclizine,1,300.833,3.677,0.0,6.48,3.0,3.0
schembl11084330,1,361.876,4.354,0.0,30.27,4.0,1.0
oxacillin,1,326.831,3.723,1.0,30.87,4.0,0.0
fluperlapine,1,309.388,3.056,0.0,18.84,4.0,0.0
perlapine,1,291.398,2.917,0.0,18.84,4.0,0.0
clothiapine (clotiapine),1,343.883,4.13,0.0,18.84,4.0,0.0
pentiapine,1,299.403,2.131,0.0,36.66,4.0,0.0
tenilapine,1,340.477,3.404,0.0,42.63,4.0,0.0
clorotepine,1,344.911,4.336,0.0,6.48,4.0,1.0
mazipredone,1,442.6,1.813,2.0,81.08,5.0,3.0
trans-thiothixene,1,443.638,3.471,0.0,43.86,4.0,5.0
ftormetazine,1,421.488,4.472,0.0,26.79,4.0,3.0
phenobarbital,1,373.953,4.58,0.0,9.72,4.0,4.0
thioproperazine,1,446.642,3.177,0.0,47.1,4.0,6.0
imiclopazine,1,486.085,4.318,0.0,33.27,5.0,7.0
flupentixol,0,363.414,1.696,1.0,65.78,4.0,2.0
sevoflurane,0,399.397,2.719,1.0,65.78,4.0,3.0
pipofezine,1,297.362,2.102,0.0,44.73,4.0,1.0
sifaprazine,1,266.388,3.029,0.0,6.48,3.0,3.0
sipatrigine,1,372.687,3.438,1.0,58.28,3.0,2.0
timelotem,1,315.417,2.859,0.0,18.84,4.0,1.0
aptazapine maleate,1,253.349,2.343,0.0,11.41,4.0,0.0
medazepam,1,270.763,3.627,0.0,15.6,3.0,1.0
nefopam,1,253.345,3.238,0.0,12.47,3.0,1.0
7-k06,1,299.801,4.649,0.0,12.47,4.0,0.0
quilostigmine,1,377.488,3.613,0.0,36.02,5.0,1.0
dextrorphan,1,257.377,3.08,1.0,23.47,4.0,0.0
lortalamine,1,292.766,1.984,1.0,41.57,4.0,0.0
metopon,1,299.37,2.02,1.0,49.77,5.0,0.0
hydromorphone,1,285.343,1.63,1.0,49.77,5.0,0.0
morphine,1,285.343,1.198,2.0,52.93,5.0,0.0
hydromorphinol,1,303.358,0.537,3.0,73.16,5.0,0.0
nicomorphine,1,495.535,3.366,0.0,90.85,7.0,4.0
berupipam,1,408.723,4.363,1.0,32.7,4.0,1.0
odapipam acetate,1,329.827,3.6,1.0,32.7,4.0,1.0
apomorphine,1,267.328,2.85,2.0,43.7,4.0,0.0
delergotrile,1,265.36,3.042,1.0,42.82,4.0,1.0
mesulergine,1,362.499,1.287,1.0,57.58,4.0,3.0
losindole,1,297.829,4.206,0.0,3.24,4.0,1.0
org5222,1,285.774,4.259,0.0,12.47,4.0,0.0
dihydroergotamine,0,583.689,2.081,3.0,118.21,8.0,4.0
romergoline,1,350.422,0.996,2.0,68.44,5.0,2.0
nomifensine,1,238.334,2.846,1.0,29.26,3.0,1.0
granisetron,1,312.417,2.318,1.0,50.16,4.0,2.0
ricasetron,1,313.445,3.119,1.0,35.58,4.0,1.0
mirisetron,1,393.531,3.862,1.0,54.34,5.0,3.0
lufuradom,1,377.419,3.505,1.0,57.84,4.0,4.0
tianeptine,1,436.961,4.193,2.0,86.71,3.0,8.0
tuclazepam,1,335.234,3.555,1.0,35.83,3.0,2.0
tifluadom,1,393.487,3.973,1.0,44.7,4.0,4.0
napactadine hydrochloride,1,212.296,2.63,1.0,24.39,2.0,2.0
sertraline,1,299.761,1.849,1.0,48.19,3.0,1.0
clothixamide,1,442.028,4.38,1.0,35.58,4.0,6.0
aspoxicillin,0,493.542,-1.355,6.0,191.16,3.0,8.0
fluzinamide,1,274.242,2.108,1.0,41.57,2.0,2.0
mecloralurea,1,221.471,0.604,3.0,61.36,0.0,1.0
moxadolen,1,237.255,1.054,1.0,64.63,3.0,1.0
methoxyphedrine,0,193.246,1.486,1.0,38.33,1.0,4.0
hydroxyephedrine,0,181.235,1.033,3.0,52.49,1.0,3.0
gentamicin,0,477.603,-3.327,8.0,199.73,3.0,7.0
nomelidine,1,303.203,3.495,1.0,24.92,2.0,4.0
ketamine,1,237.73,2.898,1.0,29.1,2.0,2.0
isepamicin,0,569.609,-7.524,12.0,297.72,3.0,9.0
schembl1237910,1,237.346,3.873,1.0,12.03,3.0,2.0
ciclopramine,1,264.372,3.588,1.0,15.27,4.0,1.0
etrabamine,1,168.265,1.22,1.0,24.92,2.0,1.0
metapramine,1,238.334,3.271,1.0,15.27,3.0,1.0
dl-adrenaline,0,183.207,0.351,4.0,72.72,1.0,3.0
pivenfrine,0,251.326,1.891,2.0,58.56,1.0,4.0
benzoctamine,1,249.357,3.431,1.0,12.03,5.0,2.0
duloxetine,1,297.423,4.631,1.0,21.26,3.0,6.0
nisoxetine,1,271.36,3.425,1.0,30.49,2.0,7.0
litracen,1,277.411,4.367,1.0,12.03,3.0,3.0
octriptyline,1,275.395,4.312,1.0,12.03,4.0,3.0
amedalin,1,294.398,3.622,1.0,32.34,3.0,5.0
daledalin,1,280.415,4.096,1.0,15.27,3.0,5.0
talopram,1,295.426,4.195,1.0,21.26,3.0,5.0
protriptyline,1,263.384,4.302,1.0,12.03,3.0,4.0
bifemelane,1,269.388,3.656,1.0,21.26,2.0,8.0
mezepine,1,266.388,3.207,1.0,15.27,3.0,4.0
monometacrine,1,280.415,4.074,1.0,15.27,3.0,4.0
tofenacin,1,255.361,3.32,1.0,21.26,2.0,6.0
demexiptiline,1,278.355,3.045,1.0,33.62,3.0,4.0
fluradoline,1,301.386,4.382,1.0,21.26,3.0,4.0
lenapenem,0,399.513,-0.426,5.0,122.13,3.0,8.0
tomoxetine,1,255.361,3.725,1.0,21.26,2.0,6.0
almoxatone,1,346.814,3.464,1.0,50.8,3.0,6.0
levoprotiline,1,293.41,3.182,2.0,32.26,5.0,4.0
epinephrine,0,183.207,0.351,4.0,72.72,1.0,3.0
,1,328.501,2.727,4.0,100.68,1.0,4.0
ephedrine,0,165.236,1.328,2.0,32.26,1.0,3.0
indatraline,1,292.209,4.79,1.0,12.03,3.0,2.0
sisomicin,0,447.533,-3.851,8.0,213.72,3.0,6.0
sr-05000001656,0,539.583,-6.949,11.0,283.64,4.0,6.0
streptomycin,0,581.58,-8.161,12.0,336.43,3.0,9.0
prestwick0_000159,0,583.596,-8.368,13.0,339.59,3.0,9.0
1404-90-6,0,1449.271,0.106,19.0,530.49,12.0,13.0
nemonapride,1,387.911,3.783,2.0,53.6,3.0,6.0
mezilamine,1,287.82,1.645,1.0,44.29,2.0,3.0
oximonam,0,357.348,-1.192,3.0,156.44,2.0,7.0
"(6r)-7-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(z)-2-(4-methyl-1,3-thiazol-5-yl)ethenyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,506.591,1.293,3.0,160.1,4.0,7.0
gloximonam,0,471.492,-0.392,2.0,171.74,2.0,9.0
ceftiolene,0,594.613,-1.436,4.0,232.03,4.0,10.0
cefetamet,0,397.438,-0.166,3.0,147.21,3.0,5.0
39685-31-9,0,423.403,-0.068,2.0,147.74,3.0,7.0
ceftioxide,0,471.473,-1.607,3.0,196.57,3.0,7.0
cefuroxime,1,424.391,-0.536,3.0,173.76,3.0,7.0
ceftiofur,0,523.574,0.981,3.0,177.42,4.0,8.0
cefuzonam,0,513.608,0.458,3.0,172.99,4.0,8.0
ceftriaxone,1,554.592,-1.611,4.0,214.96,4.0,8.0
cefmenoxime,0,511.571,-0.87,3.0,190.81,4.0,8.0
82547-58-8,0,479.504,-1.19,3.0,190.81,4.0,7.0
ceftizoxime,0,383.411,-0.556,3.0,147.21,3.0,5.0
cefuroxime-axetil,0,510.481,-0.168,2.0,189.06,3.0,9.0
schembl13576356,1,455.474,-0.622,3.0,173.51,3.0,7.0
cefodizime,0,584.683,0.999,4.0,197.4,4.0,10.0
milameline,1,154.213,0.881,0.0,24.83,1.0,2.0
arecoline,1,155.197,0.421,0.0,29.54,1.0,1.0
metoserpate,1,428.529,2.935,1.0,73.02,5.0,4.0
gr89696,1,414.333,2.911,0.0,53.09,3.0,4.0
oxisopred,1,376.449,1.428,2.0,100.9,4.0,1.0
yohimbine,0,354.45,2.647,2.0,65.56,5.0,1.0
rescinnamine,1,634.726,4.571,1.0,117.78,6.0,9.0
reserpine,1,608.688,4.171,1.0,117.78,6.0,8.0
chloroserpidine,1,613.107,4.816,1.0,108.55,6.0,7.0
deserpidine,1,578.662,4.163,1.0,108.55,6.0,7.0
dimethyl terephthalate,1,194.186,1.26,0.0,52.6,1.0,2.0
metomidate,1,230.267,2.279,0.0,44.12,2.0,3.0
clometocillin,0,433.313,2.313,2.0,95.94,3.0,5.0
roflurane,1,192.962,1.916,0.0,9.23,0.0,2.0
flumoxonide,1,496.547,2.993,1.0,91.29,5.0,4.0
aliflurane,1,178.512,1.852,0.0,9.23,1.0,1.0
cyprenorphine,1,423.553,3.164,2.0,62.16,8.0,4.0
cefroxadine,0,365.411,-0.211,3.0,121.96,3.0,5.0
losigamone,1,254.669,1.829,1.0,55.76,2.0,3.0
thebaine,1,311.381,2.425,0.0,30.93,5.0,2.0
spiramycin,0,843.065,2.325,4.0,195.38,4.0,11.0
rifampin (rifampicin),0,822.953,4.335,6.0,220.15,6.0,4.0
oleandomycin,0,687.868,1.909,3.0,165.98,4.0,6.0
sanfetrinem,0,281.308,0.362,2.0,87.07,3.0,3.0
ocfentanil,1,370.468,3.512,0.0,32.78,3.0,7.0
mibefradil,0,495.639,5.271,1.0,67.45,4.0,11.0
schembl417203,0,413.437,-0.711,4.0,167.44,3.0,6.0
cefpodoxime,0,427.464,-0.539,3.0,156.44,3.0,7.0
cimoxatone,1,338.363,3.109,0.0,71.79,3.0,6.0
metaclazepam,1,393.712,4.405,0.0,24.83,3.0,3.0
cefuroxime-pivoxetil,0,568.561,0.238,2.0,198.29,3.0,13.0
clovoxamine,1,284.787,2.836,1.0,56.84,1.0,9.0
semorphone,1,345.395,0.762,2.0,79.23,5.0,3.0
motrazepam,1,325.324,2.383,0.0,85.04,3.0,4.0
sarmoxicillin,0,449.529,1.179,2.0,108.41,4.0,5.0
sarpicillin,0,433.53,1.474,1.0,88.18,4.0,5.0
befloxatone,1,349.305,2.35,1.0,68.23,2.0,7.0
gedocarnil,1,424.884,5.873,1.0,73.44,4.0,6.0
cerivastatin,1,459.558,4.881,3.0,99.88,2.0,11.0
sabcomeline,1,193.25,0.854,0.0,48.62,3.0,2.0
valperinol,1,297.395,1.203,1.0,51.16,5.0,3.0
novobiocin sodium,0,612.632,3.627,5.0,200.01,4.0,8.0
josamycin,0,828.006,3.013,3.0,206.05,3.0,12.0
moxalactam,0,520.48,-1.128,4.0,206.3,4.0,9.0
temocillin,0,414.461,0.522,3.0,133.24,3.0,6.0
flomoxef,0,514.464,-0.993,3.0,169.0,3.0,10.0
cefmetazole,0,471.546,-0.728,2.0,163.33,3.0,9.0
cefminox,0,519.587,-1.84,4.0,202.86,3.0,11.0
mitomycin,0,334.332,-1.651,3.0,146.89,4.0,3.0
plicamycin,1,1085.156,-0.249,11.0,358.2,8.0,15.0
rifapentine,0,877.045,5.648,6.0,220.15,7.0,5.0
rifabutin,0,847.019,4.749,5.0,209.04,6.0,4.0
rifaximin,0,785.891,6.158,5.0,198.38,6.0,2.0
rifamycin,0,697.778,4.754,6.0,201.31,5.0,2.0
dihydroheterocodeine,1,301.386,2.076,1.0,41.93,5.0,1.0
troleandomycin,0,813.979,3.621,0.0,184.19,4.0,9.0
astromicin,0,405.496,-3.585,6.0,192.54,2.0,6.0
diprenorphine,1,425.569,3.388,2.0,62.16,8.0,4.0
buprenorphine,1,467.65,4.414,2.0,62.16,8.0,4.0
cinoctramide,1,333.428,3.518,0.0,48.0,2.0,5.0
cintriamide,1,237.255,1.211,1.0,70.78,1.0,5.0
brofaromine,1,310.191,3.671,1.0,34.4,3.0,2.0
roletamide,1,289.331,2.281,0.0,48.0,2.0,6.0
trocimine,1,307.39,3.119,0.0,48.0,2.0,4.0
trimetozine,1,281.308,1.185,0.0,57.23,2.0,4.0
metofenazate,1,598.165,5.833,0.0,63.71,5.0,11.0
iloperidone,1,426.488,4.827,0.0,64.8,4.0,8.0
mescaline,1,211.261,1.214,1.0,53.71,1.0,5.0
teniposide,1,656.662,2.753,3.0,160.83,8.0,6.0
"4'-demethylepipodophyllotoxin 9-(4,6-o-ethylidene-beta-d-glucopyranoside)",0,588.562,1.339,3.0,160.83,7.0,5.0
oxypertine,1,379.504,3.858,1.0,40.73,4.0,6.0
milipertine,1,409.53,3.867,1.0,49.96,4.0,7.0
9-c15,1,338.451,3.213,2.0,42.52,4.0,5.0
colchicine,0,399.443,2.872,1.0,83.09,3.0,5.0
nerisopam,1,309.369,3.055,1.0,69.2,3.0,3.0
girisopam,1,328.799,4.127,0.0,43.18,3.0,3.0
tetrabenazine (tetrabenzine),1,317.429,3.238,0.0,38.77,3.0,4.0
tisocromide,1,414.524,1.569,1.0,94.17,2.0,7.0
trepipam (trimopam),1,297.398,3.324,0.0,21.7,3.0,3.0
glaziovine,1,297.354,2.266,1.0,49.77,4.0,1.0
ensaculin,1,452.551,4.018,0.0,64.38,4.0,8.0
diosmin,0,608.549,-1.09,8.0,238.2,5.0,7.0
prideperone,1,409.461,3.031,1.0,82.43,3.0,7.0
aniracetam,1,219.24,1.458,0.0,46.61,2.0,2.0
tamolarizine,1,432.564,4.144,1.0,45.17,4.0,8.0
gr94839_f,0,375.469,0.364,1.0,73.32,3.0,5.0
brn 0626697,1,360.885,3.722,0.0,24.94,3.0,6.0
schembl20815730,0,471.518,-0.794,4.0,160.88,4.0,8.0
lometraline,1,239.746,3.288,0.0,12.47,2.0,2.0
hydroxindasol,1,310.397,3.213,2.0,60.41,3.0,5.0
panamesine,1,426.469,2.733,1.0,80.7,5.0,5.0
femoxetine [inn],1,311.425,3.81,0.0,21.7,3.0,5.0
sulmepride,1,327.406,0.167,2.0,101.73,2.0,5.0
flubepride,1,421.494,1.876,2.0,101.73,3.0,7.0
ciladopa,1,370.449,1.92,1.0,62.24,3.0,6.0
mindoperone,1,408.517,5.467,1.0,45.33,4.0,7.0
dimeprozan,1,295.382,4.184,0.0,21.7,3.0,4.0
metoxepin,1,322.408,3.546,0.0,24.94,4.0,2.0
meprotixol,1,329.465,3.738,1.0,32.7,3.0,5.0
diclofensine,1,322.235,4.579,0.0,12.47,3.0,2.0
perimetazine,1,384.545,4.391,1.0,35.94,4.0,5.0
oxyridazine,1,354.519,5.172,0.0,15.71,4.0,4.0
methopromazine,1,314.454,4.25,0.0,15.71,3.0,5.0
methotrimeprazine,1,328.481,4.496,0.0,15.71,3.0,5.0
metralindole,1,255.321,1.898,0.0,29.76,4.0,1.0
noscapine,1,413.426,2.882,0.0,75.69,5.0,4.0
drotebanol,1,333.428,1.478,2.0,62.16,4.0,2.0
n-norcodeine,1,285.343,1.159,2.0,50.72,5.0,1.0
"morphinan-6-ol, 4,5-epoxy-3-methoxy-17-methyl-, 3-pyridinecarboxylate (ester), (5.alpha.,6.alpha.)-",1,406.482,2.985,0.0,60.89,6.0,3.0
thebacon,1,341.407,2.421,0.0,48.0,5.0,2.0
tropapride,1,380.488,3.629,1.0,50.8,4.0,6.0
chembl71421,0,375.469,0.364,1.0,73.32,3.0,5.0
methicillin,0,380.422,0.949,2.0,105.17,3.0,5.0
adriamycinol-aglycone,0,414.366,0.154,5.0,161.59,4.0,3.0
zorubicin,0,645.665,2.246,6.0,210.23,6.0,6.0
pirarubicin,0,627.643,1.552,5.0,204.3,6.0,7.0
leurubicin,0,656.685,0.532,7.0,235.17,5.0,9.0
daunorubicin,0,527.526,1.029,5.0,185.84,5.0,4.0
4'-deoxyadriamycin,0,527.526,1.03,5.0,185.84,5.0,5.0
enciprazine,1,432.517,2.283,1.0,72.86,3.0,10.0
fluanisone,1,356.441,3.619,0.0,32.78,3.0,7.0
anisopirol,1,358.457,3.47,1.0,35.94,3.0,7.0
zoloperone,1,397.45,3.147,1.0,61.71,4.0,6.0
methocarbamol,1,241.243,0.53,2.0,91.01,1.0,6.0
mephenoxalone,1,223.228,1.182,1.0,56.79,2.0,4.0
taniplon,1,285.307,1.975,0.0,78.34,4.0,2.0
fosazepam,1,360.781,4.104,0.0,49.74,3.0,3.0
florfenicol,1,358.218,1.381,2.0,83.47,1.0,6.0
thiamphenicol,1,356.227,0.404,3.0,103.7,1.0,6.0
metopimazine,1,445.61,3.28,1.0,83.71,4.0,6.0
timobesone,1,408.535,3.224,2.0,74.6,4.0,1.0
dtxsid201000603,1,450.572,3.795,1.0,80.67,4.0,2.0
69217-67-0,1,324.402,1.808,2.0,84.5,1.0,7.0
iprozilamine,1,315.874,2.424,1.0,44.29,2.0,4.0
gr94839_b,0,391.537,1.077,1.0,64.09,3.0,5.0
metitepine(methiothepin),1,356.56,4.404,0.0,6.48,4.0,2.0
methiomeprazine(levometiomeprazine),1,344.549,5.209,0.0,6.48,3.0,5.0
dexrazoxane,0,268.273,-2.708,2.0,98.82,2.0,3.0
ritipenem sodium,0,288.281,-0.71,3.0,130.16,2.0,4.0
sulopenem,0,349.455,0.406,2.0,100.9,3.0,4.0
faropenem,0,285.321,0.374,2.0,87.07,3.0,3.0
meclorisone(meclorisone-dibutyrate),1,427.368,3.412,2.0,74.6,4.0,2.0
chembl63427,1,410.913,2.998,2.0,74.6,4.0,2.0
clocortolone-pivalate,1,495.031,4.595,1.0,80.67,4.0,3.0
diflucortolonum [inn-latin],1,394.458,2.729,2.0,74.6,4.0,2.0
halometasone,1,444.902,2.41,3.0,94.83,4.0,2.0
oxazolam,1,328.799,3.214,1.0,41.57,4.0,1.0
locacorten,1,494.575,3.441,2.0,100.9,4.0,3.0
mometasone,1,427.368,3.412,2.0,74.6,4.0,2.0
dimesone,1,390.495,3.171,2.0,74.6,4.0,2.0
desoximetasone,1,376.468,2.781,2.0,74.6,4.0,2.0
halocortolone,1,412.904,3.975,1.0,54.37,4.0,2.0
flumethasone(flumetasoneanddiflorasone),1,410.457,1.844,3.0,94.83,4.0,2.0
diflucortolone pivalate,1,478.576,4.326,1.0,80.67,4.0,3.0
paramethasone,1,392.467,1.752,3.0,94.83,4.0,2.0
fluocortolone,1,376.468,2.637,2.0,74.6,4.0,2.0
meclonazepam,1,329.743,3.426,1.0,84.6,3.0,2.0
amphotericinb,0,924.091,0.712,12.0,319.61,3.0,3.0
carbidopa,0,226.232,-0.053,5.0,115.81,1.0,4.0
dehydrocholic acid,0,402.531,4.073,1.0,88.51,4.0,4.0
cathinone,1,149.193,1.217,1.0,43.09,1.0,2.0
"dextroamphetamine, dexedrine",1,135.21,1.576,1.0,26.02,1.0,2.0
metaraminol,0,167.208,0.773,3.0,66.48,1.0,2.0
meropenem,0,383.47,-0.308,3.0,110.18,3.0,5.0
imipenem-1-wasser,0,299.352,-0.386,3.0,116.22,2.0,6.0
gacyclidine,1,263.45,4.639,0.0,3.24,3.0,2.0
clobetasone,1,408.897,3.35,1.0,71.44,4.0,2.0
betamethasone-benzoate,1,496.575,3.76,2.0,100.9,5.0,4.0
meprednisone,1,372.461,2.012,2.0,91.67,4.0,2.0
methylprednisolone hemisuccinate,1,474.55,2.219,3.0,138.2,4.0,6.0
digitoxin,0,764.95,3.247,5.0,182.83,8.0,7.0
digoxin,0,780.949,2.218,6.0,203.06,8.0,7.0
aztreonam,0,435.44,-1.172,4.0,201.58,2.0,7.0
phendimetrazine,1,191.274,2.078,0.0,12.47,2.0,1.0
fluotracen,1,347.424,5.644,0.0,3.24,3.0,4.0
tazobactam,0,300.296,-1.523,1.0,122.46,3.0,3.0
methyltestosterone,0,302.458,4.269,1.0,37.3,4.0,0.0
halopredone(halopredone-acetate),1,475.326,2.32,3.0,94.83,4.0,2.0
aldosterone,0,360.45,1.846,2.0,91.67,4.0,3.0
nandrolone,0,274.404,3.489,1.0,37.3,4.0,0.0
estrone,0,270.372,3.817,1.0,37.3,4.0,0.0
testolactone,0,300.398,3.59,0.0,43.37,4.0,0.0
oxandrolone,0,306.446,3.543,1.0,46.53,4.0,0.0
naflocort hydrate,1,464.577,3.93,2.0,74.6,6.0,2.0
fluocinolone,1,412.429,0.568,4.0,115.06,4.0,2.0
cloprednol,1,392.879,1.9,3.0,94.83,4.0,2.0
prednisolone hemisuccinate,1,460.523,1.973,3.0,138.2,4.0,6.0
corticosterone,0,346.467,2.667,2.0,74.6,4.0,2.0
hydrocortisone-hemisuccinate,1,462.539,2.197,3.0,138.2,4.0,6.0
tixocortol,1,378.534,2.719,3.0,74.6,4.0,2.0
fluprednisolone,1,378.44,1.506,3.0,94.83,4.0,2.0
stanozolol,0,328.5,4.118,2.0,48.91,5.0,0.0
choline,1,104.173,-0.315,1.0,20.23,0.0,2.0
schembl2734225,1,325.839,5.22,0.0,23.06,3.0,3.0
amitriptylinoxide,1,293.41,4.181,0.0,23.06,3.0,3.0
imipraminoxide,1,296.414,3.888,0.0,26.3,3.0,4.0
glycopyrrolate,0,318.437,2.456,1.0,46.53,3.0,4.0
mepenzolatebromide,0,340.443,2.705,1.0,46.53,3.0,4.0
atropine oxide,1,305.374,1.943,1.0,69.59,3.0,4.0
clidinium,0,352.454,2.705,1.0,46.53,5.0,4.0
s-adenosyl-l-methionine,1,399.453,-1.922,5.0,182.63,3.0,7.0
harmalol,1,198.225,2.318,2.0,48.65,3.0,0.0
razobazam,1,270.292,1.749,1.0,69.3,3.0,1.0
vitamine(alpha-tocopherol),1,430.717,8.84,1.0,29.46,2.0,12.0
atibeprone,1,330.409,3.964,0.0,65.22,3.0,4.0
grepafloxacin,0,359.401,2.28,2.0,74.57,4.0,3.0
pyridostigminebromide,0,183.207,0.245,2.0,62.46,1.0,3.0
nelfinavir,0,567.796,4.748,4.0,101.9,4.0,9.0
premazepam,1,253.305,2.123,1.0,46.39,3.0,1.0
dactinomycin,0,1255.438,0.726,5.0,359.98,7.0,8.0
moxiraprine,1,314.389,1.902,2.0,70.51,3.0,5.0
cefpiramide,0,612.65,-0.086,5.0,212.5,5.0,9.0
hymecromone,0,176.171,1.807,1.0,50.44,2.0,0.0
brosotamide,1,230.061,1.562,2.0,63.32,1.0,1.0
isocarboxazid,1,231.255,1.418,2.0,67.16,2.0,4.0
omeprazole,1,376.526,5.102,2.0,83.85,2.0,7.0
cetohexazine,1,124.143,0.387,1.0,45.75,1.0,0.0
metaxalone,1,221.256,1.791,1.0,47.56,2.0,3.0
mepiprazole,1,304.825,2.736,1.0,35.16,3.0,4.0
amiflamine,1,192.306,1.951,1.0,29.26,1.0,3.0
brl52580,0,335.341,1.482,2.0,112.74,3.0,2.0
soretolide,1,230.267,2.852,1.0,55.13,2.0,2.0
flumezapine,1,330.432,3.578,1.0,30.87,4.0,0.0
tymazoline,0,232.327,2.499,1.0,33.62,2.0,4.0
moperone,1,355.453,4.081,1.0,40.54,3.0,6.0
trimetrexate,0,399.564,2.953,2.0,65.69,3.0,9.0
delfaprazine,1,266.388,2.995,1.0,15.27,3.0,3.0
tolufazepam,1,487.408,4.96,0.0,66.81,4.0,5.0
tolazamide,0,311.407,1.774,2.0,78.51,2.0,3.0
metiapine,1,323.465,3.785,0.0,18.84,4.0,0.0
dicarbine,1,202.301,2.208,1.0,15.27,3.0,0.0
dimemorfan,1,255.405,3.683,0.0,3.24,4.0,0.0
pirlindole,1,226.323,2.93,1.0,16.96,4.0,0.0
ropizine,1,370.5,4.131,0.0,31.73,4.0,5.0
nefiracetam,1,246.31,1.864,1.0,49.41,2.0,3.0
ameltolide,1,240.306,3.138,2.0,55.12,2.0,2.0
xylazine,1,220.341,3.208,1.0,24.39,2.0,1.0
